2
0.000000,-0.000381,0.000199,-0.000326,-0.513351,0.263392,0.245855,0.002897,0.002598,0.999818,-0.018685
3.624000,6.115400,0.000000
3
0.000145
3.624000,6.115400,0.000000
2
0.007485,0.000580,0.000419,0.000627,-0.657395,0.289700,0.268208,0.002896,0.002594,0.999818,-0.018685
3.624000,6.115400,0.000000
2
0.019772,0.000573,0.000273,0.000233,-0.759397,0.319260,0.274806,0.002893,0.002598,0.999818,-0.018687
3.624000,6.115400,0.000000
3
-0.000198
3.624000,6.115400,0.000000
2
0.027116,0.000955,0.000345,0.000315,-0.714918,0.311199,0.311718,0.002889,0.002603,0.999818,-0.018689
3.624000,6.115400,0.000000
2
0.039960,0.001249,-0.000217,-0.000086,-0.635789,0.207562,0.404428,0.002887,0.002609,0.999818,-0.018688
3.624000,6.115400,0.000000
3
0.000198
3.624000,6.115400,0.000000
2
0.047095,0.001431,-0.000830,-0.000220,-0.645936,0.053949,0.407422,0.002886,0.002617,0.999818,-0.018688
3.624000,6.115400,0.000000
0
0.059540,102,6.144000,0.055000
3.624000,6.115400,0.000000
2
0.060289,0.000957,-0.001014,-0.000732,-0.667749,-0.080723,0.387851,0.002888,0.002627,0.999818,-0.018687
3.624000,6.115400,0.000000
3
0.000221
3.624000,6.115400,0.000000
2
0.067236,0.000719,-0.001561,-0.000199,-0.608457,-0.149163,0.316882,0.002892,0.002634,0.999818,-0.018684
3.624000,6.115400,0.000000
2
0.079811,-0.001154,-0.000589,-0.000733,-0.551729,-0.167461,0.198618,0.002897,0.002639,0.999818,-0.018681
3.624000,6.115400,0.000000
3
-0.000374
3.624000,6.115400,0.000000
0
0.084517,103,6.739000,0.024000
3.624000,6.115400,0.000000
2
0.087229,-0.000386,-0.000684,-0.000296,-0.551980,-0.152418,0.097319,0.002900,0.002637,0.999818,-0.018678
3.624000,6.115400,0.000000
2
0.100074,0.000241,-0.000237,0.000696,-0.624761,-0.134863,0.033567,0.002901,0.002637,0.999818,-0.018676
3.624000,6.115400,0.000000
3
0.000336
3.624000,6.115400,0.000000
2
0.107226,-0.000832,0.000314,-0.000073,-0.714329,-0.064727,-0.101508,0.002901,0.002638,0.999818,-0.018678
3.624000,6.115400,0.000000
2
0.119818,-0.000632,0.000333,0.000400,-0.753002,0.010652,-0.160799,0.002898,0.002637,0.999818,-0.018678
3.624000,6.115400,0.000000
3
0.000145
3.624000,6.115400,0.000000
2
0.127125,0.000712,0.000120,0.000879,-0.640761,0.095418,-0.248214,0.002895,0.002636,0.999818,-0.018680
3.624000,6.115400,0.000000
2
0.140044,-0.000283,0.000160,-0.000484,-0.472699,0.182122,-0.364669,0.002893,0.002640,0.999818,-0.018684
3.624000,6.115400,0.000000
3
-0.000031
3.624000,6.115400,0.000000
2
